map                   	SemSearch_ES-59	0.3750
map                   	SemSearch_ES-6	0.0905
map                   	SemSearch_ES-60	0.5175
map                   	SemSearch_ES-61	0.0217
map                   	SemSearch_ES-63	0.4721
map                   	SemSearch_ES-65	0.3996
map                   	SemSearch_ES-66	0.6429
map                   	SemSearch_ES-67	0.5000
map                   	SemSearch_ES-68	0.2403
map                   	SemSearch_ES-7	0.1948
map                   	SemSearch_ES-70	0.1535
map                   	SemSearch_ES-71	0.4054
map                   	SemSearch_ES-72	0.5000
map                   	SemSearch_ES-73	0.6517
map                   	SemSearch_ES-74	0.0443
map                   	SemSearch_ES-75	0.0000
map                   	SemSearch_ES-76	0.3090
map                   	SemSearch_ES-77	0.5682
map                   	SemSearch_ES-78	0.1875
map                   	SemSearch_ES-79	0.1111
map                   	SemSearch_ES-80	0.6343
map                   	SemSearch_ES-81	0.2377
map                   	SemSearch_ES-82	0.5185
map                   	SemSearch_ES-83	0.1429
map                   	SemSearch_ES-84	1.0000
map                   	SemSearch_ES-85	1.0000
map                   	SemSearch_ES-86	0.0556
map                   	SemSearch_ES-88	0.4530
map                   	SemSearch_ES-89	0.3735
map                   	SemSearch_ES-9	0.0871
map                   	SemSearch_ES-90	0.3003
map                   	SemSearch_ES-91	0.7358
map                   	SemSearch_ES-93	0.3598
map                   	SemSearch_ES-94	0.0546
map                   	SemSearch_ES-95	0.0453
map                   	SemSearch_ES-96	0.2839
map                   	SemSearch_ES-97	0.5503
map                   	SemSearch_ES-98	0.4020
map                   	SemSearch_ES-99	0.2405
map                   	SemSearch_LS-1	0.6280
map                   	SemSearch_LS-10	0.0464
map                   	SemSearch_LS-11	0.5666
map                   	SemSearch_LS-12	0.0476
map                   	SemSearch_LS-13	0.4883
map                   	SemSearch_LS-14	0.1946
map                   	SemSearch_LS-16	0.7115
map                   	SemSearch_LS-17	0.4565
map                   	SemSearch_LS-18	0.2273
map                   	SemSearch_LS-19	0.3212
map                   	SemSearch_LS-2	0.1855
map                   	SemSearch_LS-20	0.0781
map                   	SemSearch_LS-21	0.5000
map                   	SemSearch_LS-22	0.1728
map                   	SemSearch_LS-24	0.4756
map                   	SemSearch_LS-25	0.2947
map                   	SemSearch_LS-26	0.2971
map                   	SemSearch_LS-29	0.1720
map                   	SemSearch_LS-3	0.1558
map                   	SemSearch_LS-30	0.0095
map                   	SemSearch_LS-31	0.4784
map                   	SemSearch_LS-32	0.2037
map                   	SemSearch_LS-33	0.2766
map                   	SemSearch_LS-34	0.5469
map                   	SemSearch_LS-35	0.1273
map                   	SemSearch_LS-36	0.2619
map                   	SemSearch_LS-37	0.2500
map                   	SemSearch_LS-38	0.0016
map                   	SemSearch_LS-39	0.4147
map                   	SemSearch_LS-40	0.0000
map                   	SemSearch_LS-41	0.2406
map                   	SemSearch_LS-42	0.2557
map                   	SemSearch_LS-43	0.0000
map                   	SemSearch_LS-44	0.0852
map                   	SemSearch_LS-46	0.0358
map                   	SemSearch_LS-49	0.0544
map                   	SemSearch_LS-5	0.4283
